SortOrder,Active,FinanceBulletinGroup,LowRateOffer,RebateCompatible,StartDate,EndDate,ProgramName,TermMonths,APR,MinDownAmount,MinDownPercent,MinAmount,MaxAmount,BidCompatible,FleetCompatible,Public,Display,ProgramID,UCCFilingFee,CustomerOriginationFee,FinanceType,BrandID,Lender,GROUP_YZ200,GROUP_YZ300,GROUP_YZ400,GROUP_SA223,GROUP_SA325,GROUP_SA425,GROUP_SA425DHX,GROUP_YT235,GROUP_YT235C,GROUP_YT347,GROUP_YT347C,GROUP_YT359,GROUP_YT359C,GROUP_YM225,GROUP_YM232,GROUP_YM238,GROUP_YM342,GROUP_YM347,GROUP_YM359,GROUP_SM240,GROUP_SM240H,GROUP_SM475,GROUP_BULL,GROUP_LONGHORN,GROUP_BRAHMA,ApplicationURL,Notes
120,T,ALL,F,T,2026-08-01,2026-09-30,6.99% for 72 Months,72,0.0699, ,,,,F,F,T,T,YA-120-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
121,T,ALL,F,T,2026-08-01,2026-09-30,8.99% for 84 Months,84,0.0899, ,,,,F,F,T,T,YA-121-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
122,T,ALL,F,T,2026-08-01,2026-09-30,8.99% for 96 Months,96,0.0899, ,,,,F,F,T,T,YA-122-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
123,T,ALL,F,T,2026-08-01,2026-09-30,8.99% for 120 Months,120,0.0899, ,,15000,,F,F,T,T,YA-123-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,"Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV. Minimum amount financed $15,000."
124,T,ALL,F,T,2026-08-01,2026-09-30,9.99% for 36 Months,36,0.0999, ,,,,F,F,T,T,YA-124-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
125,T,ALL,F,T,2026-08-01,2026-09-30,9.99% for 48 Months,48,0.0999, ,,,,F,F,T,T,YA-125-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
126,T,ALL,F,T,2026-08-01,2026-09-30,9.99% for 60 Months,60,0.0999, ,,,,F,F,T,T,YA-126-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
127,T,ALL,F,T,2026-08-01,2026-09-30,9.99% for 72 Months,72,0.0999, ,,,,F,F,T,T,YA-127-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
128,T,ALL,F,T,2026-08-01,2026-09-30,10.99% for 84 Months,84,0.1099, ,,,,F,F,T,T,YA-128-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
129,T,ALL,F,T,2026-08-01,2026-09-30,10.99% for 96 Months,96,0.1099, ,,,,F,F,T,T,YA-129-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
130,T,ALL,F,T,2026-08-01,2026-09-30,10.99% for 120 Months,120,0.1099, ,,15000,,F,F,T,T,YA-130-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,"Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV. Minimum amount financed $15,000."
