SKU,Description,Active,AssemblyAmount,AssemblyOption,AssemblyTime,BrandID,Category,DeliveryGroup,DiscountEligible,DisplayAvailability,FinancingEligible,FreightGroup,LocalDelivery,Model,MSRP,PowerType,ProductType,PromoName,QtyDanbury,QtyNewMilford,RebateEligible,RebateEndDate,RebateStartDate,RebateToCustomer,SaleEndDate,SalePrice,SaleStartDate,Series,SortOrder,SpecialFinancingEligible,SubCategory,System,Taxable,AllowBackorder,BuyOnlineEligible,MaximumOnLineQty,AvailabilityRequestEligible,ShippingEligible,ShippingRateType,ShipWeight,ShipLength,ShipWidth,ShipHeight,ShippingCarrierRule,ShippingRestriction,ShipsSeparately,RequiredEngineHPMin,RequiredEngineHPMax,RequiredPTOHPMin,RequiredPTOHPMax,RequiredSKU1,RequiredSKU1Qty,SKU1Requires1,SKU1Requires1Qty,SKU1Requires2,SKU1Requires2Qty,RequiredSKU2,RequiredSKU2Qty,SKU2Requires1,SKU2Requires1Qty,SKU2Requires2,SKU2Requires2Qty,RequiredSKU3,RequiredSKU3Qty,SKU3Requires1,SKU3Requires1Qty,SKU3Requires2,SKU3Requires2Qty,RequiredSKU4,RequiredSKU4Qty,SKU4Requires1,SKU4Requires1Qty,SKU4Requires2,SKU4Requires2Qty,YZ252,YZ260,YZ360,YZ372,YZ460,YZ472,GROUP_SA223,SA223KBH-L,GROUP_SA325,GROUP_SA425,GROUP_SA425DHX,GROUP_YT235,GROUP_YT235C,GROUP_YT347,GROUP_YT347C,GROUP_YT359,GROUP_YT359C,GROUP_YM225,GROUP_YM232,GROUP_YM238,GROUP_YM342,GROUP_YM347,GROUP_YM359,GROUP_SM240,GROUP_SM240H,GROUP_SM475,WeightLb,WeightKg,Weight,WeightUnit,SpecLabel1,SpecValue1,SpecLabel2,SpecValue2,SpecLabel3,SpecValue3,SpecLabel4,SpecValue4,SpecLabel5,SpecValue5,SpecLabel6,SpecValue6,SpecLabel7,SpecValue7,SpecLabel8,SpecValue8,SpecLabel9,SpecValue9,SpecLabel10,SpecValue10
YL605-YM35P,YL605 Front Loader,T,300,T,3,YANMAR,Attachments,,T,T,T,YANMAR-ATTACHMENT,,YL605-YM35P,7454,,Attachment, ,0,0,T,,,,,,,,296,,Front Loaders,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,T,,,,1213,,,"1,213 lb (550 kg)",Maximum Lift Height,113.0 in. (to Pivot Pin),Digging Depth,7.5 in. (190.5 mm),Lift Capacity,"2,500 lbs. (1,134 kg)",Bucket Width,"72 in. (1,829 mm)",Bucket Capacity,10.9 Cubic Feet,Loader Weight,"1,213 lbs.",,,,,,,,
YL610B-YT34P,YL610 Front Loader,T,300,T,3,YANMAR,Attachments,,T,T,T,YANMAR-ATTACHMENT,,YL610B-YT34P,8128,,Attachment, ,0,0,T,,,,,,,,297,,Front Loaders,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,T,T,,,,,,,,,,,,1096,,,"1,096 lb (497 kg)",Maximum Lift Height,113.0 in. (to Pivot Pin),Digging Depth,7.5 in. (190.5 mm),Lift Capacity,"2,500 lbs. (1,134 kg)",Bucket Width,"72 in. (1,829 mm)",Bucket Capacity,10.9 Cubic Feet,Loader Weight,1096,,,,,,,,
YL610B-YT35P,YL610 Front Loader,T,300,T,3,YANMAR,Attachments,,T,T,T,YANMAR-ATTACHMENT,,YL610B-YT35P,8128,,Attachment, ,0,0,T,,,,,,,,298,,Front Loaders,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,T,T,,,,,,,,,,1096,,,"1,096 lb (497 kg)",Maximum Lift Height,113.0 in. (to Pivot Pin),Digging Depth,7.5 in. (190.5 mm),Lift Capacity,"2,500 lbs. (1,134 kg)",Bucket Width,"72 in. (1,829 mm)",Bucket Capacity,10.9 Cubic Feet,Loader Weight,1096,,,,,,,,
YLG114.5,Yanmar YLG114.5 - 4.5' Land Grader,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YLG114.5,1581,,Attachment,,0,0,T,,,,,,,Tarter,474,,Land Grader,Attachment,T,,,,,,,,,,,,,,18,30,,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,278,,,278 lb (126 kg),Required Engine Hp,18 - 30,Required PTO Hp,,Hitch Type,Limited Category 1,Quick Hitch Compatible,Yes,Working Width,54 in,,,,,,,,,,
YLG215,Yanmar YLG215 - 5' Land Grader,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YLG215,2067,,Attachment,,0,0,T,,,,,,,Tarter,475,,Land Grader,Attachment,T,,,,,,,,,,,,,,25,50,,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,430 lb (195 kg),Required Engine Hp,25 - 50,Required PTO Hp,,Hitch Type,Category 1,Quick Hitch Compatible,Yes,Working Width,60 in,,,,,,,,,,
YLG216,Yanmar YLG216 - 6' Land Grader,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YLG216,2434,,Attachment,,0,0,T,,,,,,,Tarter,476,,Land Grader,Attachment,T,,,,,,,,,,,,,,35,50,,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,465,,,465 lb (211 kg),Required Engine Hp,35 - 50,Required PTO Hp,,Hitch Type,Category 1 & 2,Quick Hitch Compatible,Yes,Working Width,72 in,,,,,,,,,,
YLG318,Yanmar YLG318 - 8' Land Grader,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YLG318,2967,,Attachment,,0,0,T,,,,,,,Tarter,477,,Land Grader,Attachment,T,,,,,,,,,,,,,,40,90,,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,582,,,582 lb (264 kg),Required Engine Hp,40 -90,Required PTO Hp,,Hitch Type,Category 1 & 2,Quick Hitch Compatible,Yes,Working Width,96 in,,,,,,,,,,
YLR104,Yanmar YLR104 - 4' Landscape Rake,T,0,T,0,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YLR104,987,,Attachment,,0,0,T,,,,,,,Tarter,460,,Landscape Rake,Attachment,T,,,,,,,,,,,,,,15,32,,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,175,,,175 lb (79 kg),Required Engine Hp,15 - 32,Required PTO Hp,,Hitch Type,Limited Category 1,Quick Hitch Compatible,Yes,Width,48 in,Number of Teeth,24,Teeth Spacing,"1"" Gap",Angle Postions,5 FWD / 5 REV,Angle Settings,"0, 15, 30 Degrees",,
YLR205,Yanmar YLR205 - 5' Landscape Rake,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YLR205,1117,,Attachment,,0,0,T,,,,,,,Tarter,461,,Landscape Rake,Attachment,T,,,,,,,,,,,,,,19,40,,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,195,,,195 lb (88 kg),Required Engine Hp,19 - 40,Required PTO Hp,,Hitch Type,Category 1,Quick Hitch Compatible,Yes,Width,60 in,Number of Teeth,30,Teeth Spacing,"1"" Gap",Angle Postions,5 FWD / 5 REV,Angle Settings,"0, 15, 30 Degrees",,
YLR206,Yanmar YLR206 - 6' Landscape Rake,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YLR206,1162,,Attachment,,0,0,T,,,,,,,Tarter,462,,Landscape Rake,Attachment,T,,,,,,,,,,,,,,19,45,,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,215,,,215 lb (98 kg),Required Engine Hp,19 - 45,Required PTO Hp,,Hitch Type,Category 1,Quick Hitch Compatible,Yes,Width,72 in,Number of Teeth,36,Teeth Spacing,"1"" Gap",Angle Postions,5 FWD / 5 REV,Angle Settings,"0, 15, 30 Degrees",,
YLR207,Yanmar YLR207 - 7' Landscape Rake,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YLR207,1231,,Attachment,,0,0,T,,,,,,,Tarter,463,,Landscape Rake,Attachment,T,,,,,,,,,,,,,,25,45,,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,238,,,238 lb (108 kg),Required Engine Hp,25 - 45,Required PTO Hp,,Hitch Type,Category 1,Quick Hitch Compatible,Yes,Width,84 in,Number of Teeth,42,Teeth Spacing,"1"" Gap",Angle Postions,5 FWD / 5 REV,Angle Settings,"0, 15, 30 Degrees",,
YLR306,Yanmar YLR306 - 6' Landscape Rake,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YLR306,1612,,Attachment,,0,0,T,,,,,,,Tarter,464,,Landscape Rake,Attachment,T,,,,,,,,,,,,,,20,60,,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,272,,,272 lb (123 kg),Required Engine Hp,20 - 60,Required PTO Hp,,Hitch Type,Category 1,Quick Hitch Compatible,Yes,Width,72 in,Number of Teeth,36,Teeth Spacing,"1"" Gap",Angle Postions,5 FWD / 5 REV,Angle Settings,"0, 15, 30 Degrees",,
YLR307,Yanmar YLR307 - 7' Landscape Rake,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YLR307,1735,,Attachment,,0,0,T,,,,,,,Tarter,465,,Landscape Rake,Attachment,T,,,,,,,,,,,,,,25,65,,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,287,,,287 lb (130 kg),Required Engine Hp,25 - 65,Required PTO Hp,,Hitch Type,Category 1,Quick Hitch Compatible,Yes,Width,84 in,Number of Teeth,42,Teeth Spacing,"1"" Gap",Angle Postions,5 FWD / 5 REV,Angle Settings,"0, 15, 30 Degrees",,
YLRWK,Landscape Rake Wheel Kit,T,50,T,0.5,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YLRWK,621,,Accessory,,0,0,T,,,,,,,Tarter,500,, ,Accessory,T,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YMB20,Yanmar YMB20 Middle Buster,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YMB20,444,,Attachment,,0,0,T,,,,,,,Tarter,452,,Middle Buster,Attachment,T,,,,,,,,,,,,,,25,45,,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,70 lb (32 kg),Required Engine Hp,25 - 45,Required PTO Hp,,Hitch Type,Category 1,Quick Hitch Compatible,Yes,,,,,,,,,,,,
YMBSS10,Yanmar YMBSS10 Middle Buster Sub Soiler Combo,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YMBSS10,396,,Attachment,,0,0,T,,,,,,,Tarter,451,,Subsoiler,Attachment,T,,,,,,,,,,,,,,17,25,,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,35 lb (16 kg),Required Engine Hp,17 - 25,Required PTO Hp,,Hitch Type,Cat. 0 Spacing,Quick Hitch Compatible,Yes,,,,,,,,,,,,
YMDM50,Disc Mower,T,0,T,0,YANMAR,Attachments, ,T,T,T,YANMAR-ATTACHMENT,F,YMDM50,8819, ,Attachment, ,0,0,T,2026-09-30,2026-08-01,400,,,,,249,,,Attachment,T,,,,,,,,,,,,,,,,18,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YMGR88,Hay Rake,T,0,T,0,YANMAR,Attachments, ,T,T,T,YANMAR-ATTACHMENT,F,YMGR88,5401, ,Attachment, ,0,0,T,2026-09-30,2026-08-01,250,,,,,248,,,Attachment,T,,,,,,,,,,,,,,,,15, ,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YMP201,Yanmar YMP201 - 1 Bottom Mold Board Plow,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YMP201,1350,,Attachment,,0,0,T,,,,,,,Tarter,447,,Mold Board Plow,Attachment,T,,,,,,,,,,,,,,25,50,,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,256 lb (116 kg),Required Engine Hp,25 - 50,Required PTO Hp, ,Hitch Type,Category 1,Quick Hitch Compatible,No,Number of Mold Boards,1 Bottom,,,,,,,,,,
YMP202,Yanmar YMP202 - 2 Bottom Mold Board Plow,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YMP202,2085,,Attachment,,0,0,T,,,,,,,Tarter,448,,Mold Board Plow,Attachment,T,,,,,,,,,,,,,,25,50,,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,479,,,479 lb (217 kg),Required Engine Hp,25 - 50,Required PTO Hp, ,Hitch Type,Category 1,Quick Hitch Compatible,No,Number of Mold Boards,2 Bottom,,,,,,,,,,
YMRB32,Hay Baler,T,0,T,0,YANMAR,Attachments, ,T,T,T,YANMAR-ATTACHMENT,F,YMRB32,15054,  ,Attachment, ,0,0,T,2026-09-30,2026-08-01,700,,,,,247,,,Attachment,T,,,,,,,,,,,,,,,,18,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YPFQA,Yanmar YPFQA Pallet Fork Quick Attach,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YPFQA,1479,,Attachment,,0,0,T,,,,,,,Tarter,497,,Pallet Forks,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,368,,,368 lb (167 kg),Required Engine Hp,,Required PTO Hp,,Hitch Type,Universal Quick-Hitch,Lifting Capacity,"3,000 lbs",Fork Length,42 in,,,,,,,,,,
YPFQA12,Yanmar YPFQA12 Pallet Fork Quick Attach,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YPFQA12,1110,,Attachment,,0,0,T,,,,,,,Tarter,496,,Pallet Forks,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,238,,,238 lb (108 kg),Required Engine Hp,,Required PTO Hp,,Hitch Type,Universal Quick-Hitch,Lifting Capacity,"1,200 lbs",Fork Length,42 in,,,,,,,,,,
YPFS20,Yanmar YPFS20 Poly Fertilizer Spreader,T,200,T,2,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YPFS20,1227,,Attachment,,0,0,T,,,,,,,Tarter,487,,Spreader,Attachment,T,,,,,,,,,,,,,,18,,,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,75 lb (34 kg),Required Engine Hp,18 and Up,Required PTO Hp,,Hitch Type,Category 1,Quick Hitch Compatible,No,Tub Capacity,500 lbs,Spreading Width,12' - 60',Spreading Media,Fertilizer / Seed,,,,,,
YQASP6,Yanmar YQASP6 - 6' Front-Attach Snow Pusher,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YQASP6,2453,,Attachment,,0,0,T,,,,,,,Tarter,492,,Snow Pusher,Attachment,T,,,,,,,,,,,,,,30,75,,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,448,,,448 lb (203 kg),Required Engine Hp,30 - 75,Required PTO Hp,,Hitch Type,Universal Quick-Hitch,,,Working Width,69 in,Mold Board Height,30 in,,,,,,,,
YQASP7,Yanmar YQASP7 - Quick-Attach Snow Pusher,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YQASP7,2726,,Attachment,,0,0,T,,,,,,,Tarter,493,,Snow Pusher,Attachment,T,,,,,,,,,,,,,,45,90,,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,568,,,568 lb (258 kg),Required Engine Hp,45 - 90,Required PTO Hp,,Hitch Type,Universal Quick-Hitch,,,Working Width,79 in,Mold Board Height,37 in,,,,,,,,
YQASP8,Yanmar YQASP8 - 8' Front-Attach Snow Pusher,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YQASP8,2849,,Attachment,,0,0,T,,,,,,,Tarter,494,,Snow Pusher,Attachment,T,,,,,,,,,,,,,,55,100,,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,605,,,605 lb (274 kg),Required Engine Hp,55 - 100,Required PTO Hp,,Hitch Type,Universal Quick-Hitch,,,Working Width,91 in,Mold Board Height,37 in,,,,,,,,
YQASS,Yanmar YQASS Front-Attach Super Bale Spear,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YQASS,984,,Attachment,,0,0,T,,,,,,,Tarter,490,,Bale Spear,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,,167 lb (76 kg),Required Engine Hp,,Required PTO Hp,,Hitch Type,Universal Quick-Hitch,,,Lift Capacity,"2,000 lbs",Spear Length,48.75 in,Spear Diameter,"1.8"" Tapered",,,,,,
YRC104R,Yanmar YRC104 - 4' Rotary Cutter,T,200,T,2,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YRC104R,2334,,Attachment, ,0,0,T,,,,,,,Tarter,426,,Rotary Cutter,Attachment,T,,,,,,,,,,,,,, , ,18,45,,,,,,, ,,,,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,453,,,453 lb (205 kg),Required Engine Hp,,Required PTO Hp,18 - 45,Hitch Type,Category 1,Quick Hitch Compatible,Yes,Cutting Width,48 in,Cutting Capacity,"Up To 1""",Cutting Height,"1.5"" to 9""",,,,,,
